order_creation_date,item_category,product_name,quantity,deal_price,platform
2026-03-04,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-04,Food,Brownie Box,1,35.0,Shopee
2026-03-05,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-05,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-05,Food,Brownie Box,1,35.0,Shopee
2026-03-06,Gifts,Custom Keychains,3,12.0,TikTok Shop
2026-03-07,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-07,Food,Brownie Box,2,35.0,TikTok Shop
2026-03-08,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-08,Food,Brownie Box,1,35.0,Shopee
2026-03-09,Gifts,Custom Keychains,3,12.0,TikTok Shop
2026-03-09,Food,Brownie Box,1,35.0,Shopee
2026-03-10,Gifts,Custom Keychains,2,12.0,Shopee
2026-03-10,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-11,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-03-11,Food,Brownie Box,2,35.0,Shopee
2026-03-12,Home,Handmade Scented Candle,3,25.0,Shopee
2026-03-13,Gifts,Custom Keychains,2,12.0,Shopee
2026-03-13,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-13,Food,Brownie Box,1,35.0,Shopee
2026-03-14,Gifts,Custom Keychains,2,12.0,Shopee
2026-03-14,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-15,Gifts,Custom Keychains,4,12.0,Shopee
2026-03-15,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-16,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-03-16,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-17,Gifts,Custom Keychains,3,12.0,Shopee
2026-03-18,Gifts,Custom Keychains,2,12.0,Shopee
2026-03-18,Food,Brownie Box,1,35.0,Shopee
2026-03-19,Gifts,Custom Keychains,2,12.0,Shopee
2026-03-19,Food,Brownie Box,2,35.0,TikTok Shop
2026-03-20,Home,Handmade Scented Candle,2,25.0,Shopee
2026-03-20,Food,Brownie Box,1,35.0,TikTok Shop
2026-03-21,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-21,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-21,Food,Brownie Box,1,35.0,Shopee
2026-03-22,Gifts,Custom Keychains,2,12.0,Shopee
2026-03-23,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-03-23,Food,Brownie Box,1,35.0,TikTok Shop
2026-03-24,Gifts,Custom Keychains,3,12.0,Shopee
2026-03-25,Gifts,Custom Keychains,3,11.4,TikTok Shop
2026-03-25,Food,Brownie Box,2,33.25,Shopee
2026-03-26,Gifts,Custom Keychains,3,11.4,Shopee
2026-03-26,Home,Handmade Scented Candle,2,23.75,Shopee
2026-03-26,Food,Brownie Box,2,33.25,TikTok Shop
2026-03-27,Home,Handmade Scented Candle,1,23.75,TikTok Shop
2026-03-27,Food,Brownie Box,2,33.25,Shopee
2026-03-28,Home,Handmade Scented Candle,1,23.75,Shopee
2026-03-28,Food,Brownie Box,2,33.25,Shopee
2026-03-29,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-29,Home,Handmade Scented Candle,2,25.0,Shopee
2026-03-30,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-30,Home,Handmade Scented Candle,1,25.0,Shopee
2026-03-30,Food,Brownie Box,2,35.0,TikTok Shop
2026-03-31,Gifts,Custom Keychains,1,12.0,Shopee
2026-03-31,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-03-31,Food,Brownie Box,2,35.0,Shopee
2026-04-01,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-01,Food,Brownie Box,2,35.0,Shopee
2026-04-02,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-04-02,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-03,Gifts,Custom Keychains,2,12.0,Shopee
2026-04-03,Home,Handmade Scented Candle,2,25.0,Shopee
2026-04-04,Gifts,Custom Keychains,5,10.2,Shopee
2026-04-04,Home,Handmade Scented Candle,2,21.25,Shopee
2026-04-04,Food,Brownie Box,2,29.75,TikTok Shop
2026-04-05,Gifts,Custom Keychains,3,12.0,Shopee
2026-04-05,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-04-05,Food,Brownie Box,1,35.0,Shopee
2026-04-06,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-06,Home,Handmade Scented Candle,2,25.0,TikTok Shop
2026-04-06,Food,Brownie Box,1,35.0,Shopee
2026-04-07,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-04-07,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-07,Food,Brownie Box,1,35.0,Shopee
2026-04-08,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-08,Home,Handmade Scented Candle,2,25.0,TikTok Shop
2026-04-08,Food,Brownie Box,1,35.0,TikTok Shop
2026-04-09,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-09,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-10,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-10,Home,Handmade Scented Candle,3,25.0,TikTok Shop
2026-04-11,Home,Handmade Scented Candle,3,25.0,TikTok Shop
2026-04-11,Food,Brownie Box,2,35.0,TikTok Shop
2026-04-12,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-04-12,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-12,Food,Brownie Box,2,35.0,Shopee
2026-04-13,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-04-13,Food,Brownie Box,3,35.0,TikTok Shop
2026-04-14,Home,Handmade Scented Candle,4,25.0,Shopee
2026-04-15,Gifts,Custom Keychains,3,12.0,Shopee
2026-04-16,Gifts,Custom Keychains,2,12.0,Shopee
2026-04-16,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-04-16,Food,Brownie Box,1,35.0,TikTok Shop
2026-04-17,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-17,Food,Brownie Box,2,35.0,Shopee
2026-04-18,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-18,Food,Brownie Box,2,35.0,Shopee
2026-04-19,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-19,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-19,Food,Brownie Box,1,35.0,TikTok Shop
2026-04-20,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-20,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-20,Food,Brownie Box,2,35.0,Shopee
2026-04-21,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-04-21,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-21,Food,Brownie Box,1,35.0,Shopee
2026-04-22,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-04-22,Home,Handmade Scented Candle,1,25.0,Shopee
2026-04-23,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-04-23,Home,Handmade Scented Candle,2,25.0,Shopee
2026-04-24,Gifts,Custom Keychains,1,12.0,Shopee
2026-04-24,Food,Brownie Box,1,35.0,Shopee
2026-04-25,Gifts,Custom Keychains,1,11.4,Shopee
2026-04-25,Food,Brownie Box,2,33.25,TikTok Shop
2026-04-26,Gifts,Custom Keychains,3,11.4,TikTok Shop
2026-04-26,Home,Handmade Scented Candle,2,23.75,Shopee
2026-04-27,Gifts,Custom Keychains,2,11.4,Shopee
2026-04-27,Home,Handmade Scented Candle,3,23.75,Shopee
2026-04-28,Gifts,Custom Keychains,4,11.4,Shopee
2026-04-28,Food,Brownie Box,1,33.25,Shopee
2026-04-29,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-04-29,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-04-30,Home,Handmade Scented Candle,2,25.0,TikTok Shop
2026-04-30,Food,Brownie Box,1,35.0,TikTok Shop
2026-05-01,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-01,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-01,Food,Brownie Box,1,35.0,Shopee
2026-05-02,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-02,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-05-02,Food,Brownie Box,1,35.0,Shopee
2026-05-03,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-03,Food,Brownie Box,2,35.0,TikTok Shop
2026-05-04,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-04,Food,Brownie Box,1,35.0,TikTok Shop
2026-05-05,Gifts,Custom Keychains,3,10.2,TikTok Shop
2026-05-05,Home,Handmade Scented Candle,7,21.25,Shopee
2026-05-05,Food,Brownie Box,2,29.75,Shopee
2026-05-06,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-06,Food,Brownie Box,1,35.0,Shopee
2026-05-07,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-05-07,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-05-07,Food,Brownie Box,1,35.0,Shopee
2026-05-08,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-08,Home,Handmade Scented Candle,2,25.0,Shopee
2026-05-09,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-09,Food,Brownie Box,2,35.0,TikTok Shop
2026-05-10,Home,Handmade Scented Candle,2,25.0,Shopee
2026-05-11,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-11,Food,Brownie Box,2,35.0,TikTok Shop
2026-05-12,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-12,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-13,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-14,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-14,Food,Brownie Box,2,35.0,TikTok Shop
2026-05-15,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-15,Home,Handmade Scented Candle,2,25.0,Shopee
2026-05-16,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-05-16,Food,Brownie Box,2,35.0,Shopee
2026-05-17,Home,Handmade Scented Candle,3,25.0,Shopee
2026-05-18,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-18,Food,Brownie Box,1,35.0,Shopee
2026-05-19,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-19,Food,Brownie Box,1,35.0,Shopee
2026-05-20,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-20,Home,Handmade Scented Candle,2,25.0,Shopee
2026-05-21,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-21,Home,Handmade Scented Candle,2,25.0,Shopee
2026-05-22,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-05-22,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-22,Food,Brownie Box,2,35.0,Shopee
2026-05-23,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-23,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-23,Food,Brownie Box,1,35.0,TikTok Shop
2026-05-24,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-24,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-24,Food,Brownie Box,2,35.0,Shopee
2026-05-25,Gifts,Custom Keychains,3,11.4,TikTok Shop
2026-05-25,Food,Brownie Box,2,33.25,TikTok Shop
2026-05-26,Gifts,Custom Keychains,1,11.4,Shopee
2026-05-26,Food,Brownie Box,2,33.25,Shopee
2026-05-27,Gifts,Custom Keychains,2,11.4,TikTok Shop
2026-05-27,Home,Handmade Scented Candle,1,23.75,Shopee
2026-05-27,Food,Brownie Box,2,33.25,Shopee
2026-05-28,Gifts,Custom Keychains,2,11.4,Shopee
2026-05-28,Home,Handmade Scented Candle,1,23.75,Shopee
2026-05-28,Food,Brownie Box,2,33.25,Shopee
2026-05-29,Gifts,Custom Keychains,2,12.0,Shopee
2026-05-30,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-05-30,Home,Handmade Scented Candle,1,25.0,Shopee
2026-05-31,Gifts,Custom Keychains,1,12.0,Shopee
2026-05-31,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-05-31,Food,Brownie Box,1,35.0,Shopee
2026-06-01,Food,Brownie Box,3,35.0,TikTok Shop
2026-06-02,Gifts,Custom Keychains,2,12.0,Shopee
2026-06-02,Food,Brownie Box,1,35.0,TikTok Shop
2026-06-03,Gifts,Custom Keychains,3,12.0,Shopee
2026-06-03,Home,Handmade Scented Candle,1,25.0,Shopee
2026-06-04,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-06-04,Home,Handmade Scented Candle,1,25.0,Shopee
2026-06-04,Food,Brownie Box,2,35.0,Shopee
2026-06-05,Home,Handmade Scented Candle,3,25.0,Shopee
2026-06-06,Gifts,Custom Keychains,6,10.2,Shopee
2026-06-06,Home,Handmade Scented Candle,1,21.25,TikTok Shop
2026-06-06,Food,Brownie Box,2,29.75,Shopee
2026-06-07,Gifts,Custom Keychains,2,12.0,Shopee
2026-06-07,Home,Handmade Scented Candle,2,25.0,Shopee
2026-06-07,Food,Brownie Box,1,35.0,Shopee
2026-06-08,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-06-08,Food,Brownie Box,2,35.0,TikTok Shop
2026-06-09,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-06-09,Home,Handmade Scented Candle,2,25.0,Shopee
2026-06-10,Gifts,Custom Keychains,2,12.0,Shopee
2026-06-10,Home,Handmade Scented Candle,1,25.0,Shopee
2026-06-10,Food,Brownie Box,1,35.0,Shopee
2026-06-11,Home,Handmade Scented Candle,3,25.0,TikTok Shop
2026-06-11,Food,Brownie Box,1,35.0,Shopee
2026-06-12,Home,Handmade Scented Candle,3,25.0,Shopee
2026-06-12,Food,Brownie Box,1,35.0,Shopee
2026-06-13,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-06-13,Home,Handmade Scented Candle,2,25.0,Shopee
2026-06-13,Food,Brownie Box,2,35.0,TikTok Shop
2026-06-14,Home,Handmade Scented Candle,1,25.0,Shopee
2026-06-14,Food,Brownie Box,2,35.0,Shopee
2026-06-15,Gifts,Custom Keychains,1,12.0,Shopee
2026-06-15,Home,Handmade Scented Candle,2,25.0,Shopee
2026-06-16,Gifts,Custom Keychains,2,12.0,Shopee
2026-06-16,Food,Brownie Box,1,35.0,Shopee
2026-06-17,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-06-17,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-06-18,Gifts,Custom Keychains,1,12.0,Shopee
2026-06-18,Food,Brownie Box,2,35.0,Shopee
2026-06-19,Home,Handmade Scented Candle,2,25.0,TikTok Shop
2026-06-19,Food,Brownie Box,1,35.0,Shopee
2026-06-20,Home,Handmade Scented Candle,1,25.0,Shopee
2026-06-20,Food,Brownie Box,2,35.0,TikTok Shop
2026-06-21,Gifts,Custom Keychains,2,12.0,Shopee
2026-06-21,Food,Brownie Box,3,35.0,Shopee
2026-06-22,Home,Handmade Scented Candle,4,25.0,Shopee
2026-06-23,Gifts,Custom Keychains,1,12.0,TikTok Shop
2026-06-23,Home,Handmade Scented Candle,1,25.0,TikTok Shop
2026-06-23,Food,Brownie Box,2,35.0,TikTok Shop
2026-06-24,Gifts,Custom Keychains,3,12.0,Shopee
2026-06-24,Home,Handmade Scented Candle,1,25.0,Shopee
2026-06-25,Gifts,Custom Keychains,2,11.4,Shopee
2026-06-25,Home,Handmade Scented Candle,1,23.75,Shopee
2026-06-25,Food,Brownie Box,2,33.25,TikTok Shop
2026-06-26,Gifts,Custom Keychains,3,11.4,Shopee
2026-06-26,Home,Handmade Scented Candle,2,23.75,Shopee
2026-06-27,Gifts,Custom Keychains,3,11.4,TikTok Shop
2026-06-27,Home,Handmade Scented Candle,4,23.75,Shopee
2026-06-27,Food,Brownie Box,2,33.25,Shopee
2026-06-28,Gifts,Custom Keychains,2,11.4,Shopee
2026-06-28,Home,Handmade Scented Candle,2,23.75,Shopee
2026-06-28,Food,Brownie Box,5,33.25,Shopee
2026-06-29,Gifts,Custom Keychains,3,12.0,TikTok Shop
2026-06-30,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-06-30,Home,Handmade Scented Candle,2,25.0,TikTok Shop
2026-07-01,Gifts,Custom Keychains,2,12.0,Shopee
2026-07-01,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-01,Food,Brownie Box,1,35.0,Shopee
2026-07-02,Gifts,Custom Keychains,2,12.0,Shopee
2026-07-02,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-02,Food,Brownie Box,1,35.0,Shopee
2026-07-03,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-07-03,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-04,Gifts,Custom Keychains,1,12.0,Shopee
2026-07-04,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-04,Food,Brownie Box,1,35.0,Shopee
2026-07-05,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-05,Food,Brownie Box,2,35.0,Shopee
2026-07-06,Food,Brownie Box,3,35.0,Shopee
2026-07-07,Gifts,Custom Keychains,2,10.2,Shopee
2026-07-07,Home,Handmade Scented Candle,2,21.25,TikTok Shop
2026-07-07,Food,Brownie Box,2,29.75,Shopee
2026-07-08,Gifts,Custom Keychains,2,12.0,TikTok Shop
2026-07-08,Food,Brownie Box,1,35.0,Shopee
2026-07-09,Gifts,Custom Keychains,2,12.0,Shopee
2026-07-09,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-09,Food,Brownie Box,1,35.0,Shopee
2026-07-10,Gifts,Custom Keychains,1,12.0,Shopee
2026-07-10,Home,Handmade Scented Candle,1,25.0,Shopee
2026-07-10,Food,Brownie Box,1,35.0,TikTok Shop
