Date,Product Name,Category,Quantity,Price,Platform
2026-05-14,Batik Shirt,Apparel,5,58.84,Shopee
2026-05-14,Casual Kurung,Apparel,4,79.07,Instagram
2026-05-15,Slip-on Sandals,Footwear,1,35.24,Shopee
2026-05-15,Printed Blouse,Apparel,5,35.39,Instagram
2026-05-15,Silk Hijab,Apparel,5,26.67,Shopee
2026-05-15,Wireless Earbuds Pro,Electronics,7,82.29,Shopee
2026-05-15,Tote Bag,Accessories,3,27.42,Instagram
2026-05-15,Printed Blouse,Apparel,2,39.56,Shopee
2026-05-15,Tote Bag,Accessories,3,30.68,Shopee
2026-05-15,Heeled Wedges,Footwear,7,64.33,Shopee
2026-05-16,Canvas Sneakers,Footwear,2,53.46,Shopee
2026-05-16,Canvas Sneakers,Footwear,4,55.07,TikTok Shop
2026-05-16,Crossbody Bag,Accessories,5,59.24,Instagram
2026-05-16,Baju Melayu Set,Apparel,1,98.05,Shopee
2026-05-17,Canvas Sneakers,Footwear,3,54.42,TikTok Shop
2026-05-17,Batik Shirt,Apparel,2,60.3,Shopee
2026-05-17,Heeled Wedges,Footwear,3,70.87,Shopee
2026-05-17,Casual Kurung,Apparel,5,76.8,TikTok Shop
2026-05-17,Casual Kurung,Apparel,5,79.28,Shopee
2026-05-18,Batik Shirt,Apparel,3,61.74,Shopee
2026-05-18,Canvas Sneakers,Footwear,5,52.08,Instagram
2026-05-18,Silk Hijab,Apparel,3,31.02,Shopee
2026-05-18,Baju Melayu Set,Apparel,3,98.7,TikTok Shop
2026-05-18,Silk Hijab,Apparel,5,28.77,Shopee
2026-05-18,Canvas Sneakers,Footwear,3,52.85,TikTok Shop
2026-05-19,Crossbody Bag,Accessories,7,60.04,Shopee
2026-05-19,Silk Hijab,Apparel,2,31.4,TikTok Shop
2026-05-19,Canvas Sneakers,Footwear,7,48.56,TikTok Shop
2026-05-19,Crossbody Bag,Accessories,2,63.31,Shopee
2026-05-19,Batik Shirt,Apparel,7,56.47,TikTok Shop
2026-05-19,Canvas Sneakers,Footwear,3,53.58,TikTok Shop
2026-05-19,Casual Kurung,Apparel,5,79.32,TikTok Shop
2026-05-20,Crossbody Bag,Accessories,4,60.41,TikTok Shop
2026-05-20,Batik Shirt,Apparel,6,55.68,Shopee
2026-05-20,Slip-on Sandals,Footwear,4,31.54,TikTok Shop
2026-05-20,Tote Bag,Accessories,3,30.35,TikTok Shop
2026-05-20,Wireless Earbuds Pro,Electronics,6,83.27,Shopee
2026-05-21,Casual Kurung,Apparel,5,76.48,Instagram
2026-05-21,Baju Melayu Set,Apparel,8,91.37,Shopee
2026-05-21,Crossbody Bag,Accessories,4,61.64,Shopee
2026-05-21,Heeled Wedges,Footwear,4,67.2,TikTok Shop
2026-05-22,Printed Blouse,Apparel,7,33.75,TikTok Shop
2026-05-22,Silk Hijab,Apparel,4,25.99,TikTok Shop
2026-05-22,Slip-on Sandals,Footwear,4,34.41,Shopee
2026-05-22,Slip-on Sandals,Footwear,5,34.52,TikTok Shop
2026-05-23,Slip-on Sandals,Footwear,5,33.95,Shopee
2026-05-23,Slip-on Sandals,Footwear,4,34.01,Shopee
2026-05-23,Tote Bag,Accessories,4,29.01,TikTok Shop
2026-05-23,Slip-on Sandals,Footwear,3,33.71,Shopee
2026-05-23,Batik Shirt,Apparel,4,56.56,Shopee
2026-05-23,Baju Melayu Set,Apparel,5,92.85,Shopee
2026-05-23,Casual Kurung,Apparel,5,77.32,Shopee
2026-05-23,Tote Bag,Accessories,4,27.33,TikTok Shop
2026-05-24,Heeled Wedges,Footwear,1,71.57,TikTok Shop
2026-05-24,Crossbody Bag,Accessories,5,61.82,TikTok Shop
2026-05-24,Batik Shirt,Apparel,5,60.83,TikTok Shop
2026-05-24,Tote Bag,Accessories,3,29.88,Instagram
2026-05-24,Slip-on Sandals,Footwear,7,30.18,Shopee
2026-05-24,Silk Hijab,Apparel,7,26.69,TikTok Shop
2026-05-24,Baju Melayu Set,Apparel,1,98.36,TikTok Shop
2026-05-25,Crossbody Bag,Accessories,2,63.3,TikTok Shop
2026-05-25,Wireless Earbuds Pro,Electronics,7,82.09,TikTok Shop
2026-05-25,Baju Melayu Set,Apparel,6,93.08,Shopee
2026-05-25,Casual Kurung,Apparel,7,76.61,TikTok Shop
2026-05-25,Batik Shirt,Apparel,4,56.02,TikTok Shop
2026-05-25,Slip-on Sandals,Footwear,2,33.99,Shopee
2026-05-25,Canvas Sneakers,Footwear,2,53.2,Shopee
2026-05-26,Casual Kurung,Apparel,3,80.71,Shopee
2026-05-26,Casual Kurung,Apparel,3,77.79,Shopee
2026-05-26,Crossbody Bag,Accessories,5,61.72,Shopee
2026-05-26,Canvas Sneakers,Footwear,3,52.85,Shopee
2026-05-27,Batik Shirt,Apparel,5,58.63,Shopee
2026-05-27,Crossbody Bag,Accessories,4,65.26,Instagram
2026-05-27,Heeled Wedges,Footwear,5,65.59,Instagram
2026-05-27,Printed Blouse,Apparel,2,38.18,Instagram
2026-05-27,Crossbody Bag,Accessories,7,60.78,Shopee
2026-05-28,Printed Blouse,Apparel,2,37.18,TikTok Shop
2026-05-28,Heeled Wedges,Footwear,7,64.84,TikTok Shop
2026-05-28,Wireless Earbuds Pro,Electronics,5,86.66,TikTok Shop
2026-05-28,Baju Melayu Set,Apparel,5,95.17,Instagram
2026-05-28,Crossbody Bag,Accessories,5,64.2,TikTok Shop
2026-05-28,Heeled Wedges,Footwear,5,68.74,Instagram
2026-05-29,Printed Blouse,Apparel,2,39.05,Shopee
2026-05-29,Slip-on Sandals,Footwear,6,32.88,TikTok Shop
2026-05-29,Canvas Sneakers,Footwear,5,51.95,Shopee
2026-05-29,Baju Melayu Set,Apparel,6,92.7,TikTok Shop
2026-05-29,Canvas Sneakers,Footwear,3,55.04,Shopee
2026-05-30,Silk Hijab,Apparel,1,31.58,TikTok Shop
2026-05-30,Casual Kurung,Apparel,4,77.25,Instagram
2026-05-30,Slip-on Sandals,Footwear,5,33.69,Instagram
2026-05-30,Silk Hijab,Apparel,7,26.35,Shopee
2026-05-30,Casual Kurung,Apparel,4,79.31,Shopee
2026-05-30,Slip-on Sandals,Footwear,6,32.25,TikTok Shop
2026-05-30,Tote Bag,Accessories,7,26.81,Shopee
2026-05-30,Batik Shirt,Apparel,4,56.01,Shopee
2026-05-31,Canvas Sneakers,Footwear,3,53.94,Shopee
2026-05-31,Casual Kurung,Apparel,4,79.91,Shopee
2026-05-31,Crossbody Bag,Accessories,3,62.77,TikTok Shop
2026-05-31,Casual Kurung,Apparel,5,75.82,Shopee
2026-05-31,Batik Shirt,Apparel,3,59.66,Shopee
2026-06-01,Silk Hijab,Apparel,4,28.43,Shopee
2026-06-01,Wireless Earbuds Pro,Electronics,5,81.82,TikTok Shop
2026-06-01,Crossbody Bag,Accessories,6,61.76,Shopee
2026-06-01,Canvas Sneakers,Footwear,3,55.72,Shopee
2026-06-01,Slip-on Sandals,Footwear,5,34.58,Shopee
2026-06-01,Slip-on Sandals,Footwear,3,32.62,Shopee
2026-06-02,Baju Melayu Set,Apparel,1,98.59,TikTok Shop
2026-06-02,Casual Kurung,Apparel,6,78.46,Shopee
2026-06-02,Crossbody Bag,Accessories,3,64.33,TikTok Shop
2026-06-02,Tote Bag,Accessories,6,27.6,TikTok Shop
2026-06-02,Batik Shirt,Apparel,3,61.92,TikTok Shop
2026-06-03,Crossbody Bag,Accessories,3,62.88,Shopee
2026-06-03,Casual Kurung,Apparel,4,75.69,Instagram
2026-06-03,Baju Melayu Set,Apparel,4,92.39,Shopee
2026-06-03,Baju Melayu Set,Apparel,6,94.27,Shopee
2026-06-03,Batik Shirt,Apparel,6,55.85,Shopee
2026-06-03,Slip-on Sandals,Footwear,4,33.5,Shopee
2026-06-03,Wireless Earbuds Pro,Electronics,3,86.29,TikTok Shop
2026-06-03,Heeled Wedges,Footwear,4,68.36,Shopee
2026-06-04,Baju Melayu Set,Apparel,7,91.48,Shopee
2026-06-04,Crossbody Bag,Accessories,4,64.59,Instagram
2026-06-04,Slip-on Sandals,Footwear,5,31.75,Shopee
2026-06-04,Heeled Wedges,Footwear,6,68.0,Shopee
2026-06-04,Slip-on Sandals,Footwear,6,32.78,Shopee
2026-06-04,Canvas Sneakers,Footwear,4,50.0,TikTok Shop
2026-06-05,Wireless Earbuds Pro,Electronics,3,85.7,TikTok Shop
2026-06-05,Wireless Earbuds Pro,Electronics,4,85.61,Shopee
2026-06-05,Slip-on Sandals,Footwear,4,33.21,TikTok Shop
2026-06-05,Baju Melayu Set,Apparel,6,94.49,TikTok Shop
2026-06-05,Printed Blouse,Apparel,6,34.78,TikTok Shop
2026-06-06,Wireless Earbuds Pro,Electronics,4,87.86,Shopee
2026-06-06,Heeled Wedges,Footwear,6,67.96,Instagram
2026-06-06,Tote Bag,Accessories,5,27.64,Shopee
2026-06-06,Batik Shirt,Apparel,8,54.93,Shopee
2026-06-06,Tote Bag,Accessories,5,29.26,Shopee
2026-06-06,Heeled Wedges,Footwear,6,65.5,Shopee
2026-06-07,Slip-on Sandals,Footwear,3,31.54,Instagram
2026-06-07,Casual Kurung,Apparel,5,78.39,Shopee
2026-06-07,Slip-on Sandals,Footwear,3,31.88,Instagram
2026-06-07,Wireless Earbuds Pro,Electronics,3,87.39,TikTok Shop
2026-06-07,Batik Shirt,Apparel,8,54.11,TikTok Shop
2026-06-07,Printed Blouse,Apparel,1,39.94,Shopee
2026-06-07,Slip-on Sandals,Footwear,3,33.18,Shopee
2026-06-07,Slip-on Sandals,Footwear,6,30.33,Instagram
2026-06-08,Slip-on Sandals,Footwear,5,29.95,TikTok Shop
2026-06-08,Heeled Wedges,Footwear,2,71.37,Shopee
2026-06-08,Printed Blouse,Apparel,5,38.18,Shopee
2026-06-08,Canvas Sneakers,Footwear,4,50.14,TikTok Shop
2026-06-08,Batik Shirt,Apparel,7,56.39,Instagram
2026-06-08,Baju Melayu Set,Apparel,5,95.31,TikTok Shop
2026-06-08,Canvas Sneakers,Footwear,5,54.1,TikTok Shop
2026-06-09,Canvas Sneakers,Footwear,2,55.85,Shopee
2026-06-09,Crossbody Bag,Accessories,7,59.87,TikTok Shop
2026-06-09,Silk Hijab,Apparel,5,29.96,Shopee
2026-06-09,Heeled Wedges,Footwear,3,70.34,Instagram
2026-06-09,Slip-on Sandals,Footwear,6,29.01,Shopee
2026-06-09,Printed Blouse,Apparel,8,32.8,TikTok Shop
2026-06-09,Silk Hijab,Apparel,5,25.15,Instagram
2026-06-10,Slip-on Sandals,Footwear,7,30.71,Shopee
2026-06-10,Wireless Earbuds Pro,Electronics,5,87.81,Shopee
2026-06-10,Canvas Sneakers,Footwear,5,53.75,Instagram
2026-06-10,Tote Bag,Accessories,4,28.94,Shopee
2026-06-11,Casual Kurung,Apparel,5,74.72,Instagram
2026-06-11,Wireless Earbuds Pro,Electronics,5,87.98,Instagram
2026-06-11,Baju Melayu Set,Apparel,4,93.4,Instagram
2026-06-11,Silk Hijab,Apparel,4,30.37,Shopee
2026-06-11,Canvas Sneakers,Footwear,4,51.45,Shopee
2026-06-11,Tote Bag,Accessories,4,28.53,TikTok Shop
2026-06-12,Baju Melayu Set,Apparel,6,95.88,Shopee
2026-06-12,Crossbody Bag,Accessories,5,59.93,Instagram
2026-06-12,Casual Kurung,Apparel,5,79.1,TikTok Shop
2026-06-12,Batik Shirt,Apparel,8,54.08,Instagram
2026-06-12,Batik Shirt,Apparel,3,58.37,Instagram
2026-06-13,Canvas Sneakers,Footwear,7,50.39,TikTok Shop
2026-06-13,Batik Shirt,Apparel,3,60.76,TikTok Shop
2026-06-13,Heeled Wedges,Footwear,8,64.85,TikTok Shop
2026-06-13,Crossbody Bag,Accessories,5,62.6,Shopee
2026-06-13,Silk Hijab,Apparel,3,27.17,Instagram
2026-06-13,Crossbody Bag,Accessories,2,64.23,Instagram
2026-06-13,Crossbody Bag,Accessories,5,61.97,Instagram
2026-06-14,Crossbody Bag,Accessories,5,59.75,Shopee
2026-06-14,Crossbody Bag,Accessories,3,63.42,Shopee
2026-06-14,Wireless Earbuds Pro,Electronics,1,88.23,Shopee
2026-06-14,Batik Shirt,Apparel,7,54.27,TikTok Shop
2026-06-14,Baju Melayu Set,Apparel,3,98.28,Shopee
2026-06-15,Baju Melayu Set,Apparel,6,92.06,Shopee
2026-06-15,Tote Bag,Accessories,2,31.31,TikTok Shop
2026-06-15,Batik Shirt,Apparel,3,61.74,TikTok Shop
2026-06-15,Canvas Sneakers,Footwear,3,51.75,Shopee
2026-06-15,Baju Melayu Set,Apparel,5,97.88,Shopee
2026-06-15,Tote Bag,Accessories,8,24.72,Shopee
2026-06-15,Silk Hijab,Apparel,6,28.29,Shopee
2026-06-16,Wireless Earbuds Pro,Electronics,5,86.38,Instagram
2026-06-16,Wireless Earbuds Pro,Electronics,6,81.87,Shopee
2026-06-16,Slip-on Sandals,Footwear,5,32.96,Shopee
2026-06-16,Crossbody Bag,Accessories,5,63.18,Shopee
2026-06-16,Batik Shirt,Apparel,4,57.27,Instagram
2026-06-16,Silk Hijab,Apparel,7,26.43,Shopee
2026-06-17,Printed Blouse,Apparel,2,39.1,Shopee
2026-06-17,Heeled Wedges,Footwear,7,66.97,TikTok Shop
2026-06-17,Crossbody Bag,Accessories,5,63.81,Instagram
2026-06-17,Wireless Earbuds Pro,Electronics,5,87.67,Shopee
2026-06-18,Silk Hijab,Apparel,7,26.96,Instagram
2026-06-18,Slip-on Sandals,Footwear,2,34.84,Shopee
2026-06-18,Wireless Earbuds Pro,Electronics,5,85.36,Shopee
2026-06-18,Silk Hijab,Apparel,4,26.21,TikTok Shop
2026-06-18,Slip-on Sandals,Footwear,2,33.3,Shopee
2026-06-18,Silk Hijab,Apparel,5,25.95,Shopee
2026-06-19,Casual Kurung,Apparel,3,80.64,Shopee
2026-06-19,Crossbody Bag,Accessories,3,64.5,Shopee
2026-06-19,Canvas Sneakers,Footwear,2,54.31,Shopee
2026-06-19,Batik Shirt,Apparel,3,61.9,Shopee
2026-06-19,Baju Melayu Set,Apparel,2,96.29,Shopee
2026-06-19,Baju Melayu Set,Apparel,5,93.87,Shopee
2026-06-19,Crossbody Bag,Accessories,7,58.13,Shopee
2026-06-19,Silk Hijab,Apparel,2,29.93,Shopee
2026-06-20,Slip-on Sandals,Footwear,2,34.22,TikTok Shop
2026-06-20,Slip-on Sandals,Footwear,4,29.77,TikTok Shop
2026-06-20,Wireless Earbuds Pro,Electronics,4,83.41,TikTok Shop
2026-06-20,Silk Hijab,Apparel,5,30.78,TikTok Shop
2026-06-21,Slip-on Sandals,Footwear,1,35.28,Instagram
2026-06-21,Printed Blouse,Apparel,3,36.87,Shopee
2026-06-21,Baju Melayu Set,Apparel,5,95.99,Shopee
2026-06-21,Heeled Wedges,Footwear,6,68.24,TikTok Shop
2026-06-22,Crossbody Bag,Accessories,5,58.79,TikTok Shop
2026-06-22,Wireless Earbuds Pro,Electronics,2,88.02,Instagram
2026-06-22,Heeled Wedges,Footwear,4,71.1,TikTok Shop
2026-06-22,Canvas Sneakers,Footwear,3,51.19,TikTok Shop
2026-06-22,Canvas Sneakers,Footwear,6,50.5,TikTok Shop
2026-06-22,Canvas Sneakers,Footwear,5,53.49,Shopee
2026-06-22,Printed Blouse,Apparel,2,38.65,Shopee
2026-06-22,Heeled Wedges,Footwear,4,69.96,Shopee
2026-06-23,Tote Bag,Accessories,5,28.69,Shopee
2026-06-23,Wireless Earbuds Pro,Electronics,6,84.29,Shopee
2026-06-23,Silk Hijab,Apparel,5,28.8,Shopee
2026-06-23,Printed Blouse,Apparel,4,36.06,TikTok Shop
2026-06-23,Wireless Earbuds Pro,Electronics,4,82.79,TikTok Shop
2026-06-24,Tote Bag,Accessories,7,24.92,Shopee
2026-06-24,Crossbody Bag,Accessories,2,64.46,Shopee
2026-06-24,Crossbody Bag,Accessories,4,64.64,Instagram
2026-06-24,Silk Hijab,Apparel,6,26.19,Shopee
2026-06-24,Canvas Sneakers,Footwear,6,48.05,Shopee
2026-06-24,Crossbody Bag,Accessories,4,61.21,Instagram
2026-06-25,Printed Blouse,Apparel,6,36.24,Instagram
2026-06-25,Heeled Wedges,Footwear,6,66.73,TikTok Shop
2026-06-25,Batik Shirt,Apparel,4,56.6,Instagram
2026-06-25,Silk Hijab,Apparel,4,25.26,Shopee
2026-06-26,Batik Shirt,Apparel,5,59.3,TikTok Shop
2026-06-26,Crossbody Bag,Accessories,4,61.31,TikTok Shop
2026-06-26,Tote Bag,Accessories,4,26.76,Shopee
2026-06-26,Batik Shirt,Apparel,5,59.43,Instagram
2026-06-27,Wireless Earbuds Pro,Electronics,8,81.36,Shopee
2026-06-27,Crossbody Bag,Accessories,7,58.06,Shopee
2026-06-27,Casual Kurung,Apparel,4,80.11,Shopee
2026-06-27,Canvas Sneakers,Footwear,8,48.06,Shopee
2026-06-27,Baju Melayu Set,Apparel,4,94.04,Shopee
2026-06-27,Tote Bag,Accessories,4,30.67,TikTok Shop
2026-06-27,Printed Blouse,Apparel,2,38.89,TikTok Shop
2026-06-27,Heeled Wedges,Footwear,3,67.68,Shopee
2026-06-28,Crossbody Bag,Accessories,6,62.59,TikTok Shop
2026-06-28,Batik Shirt,Apparel,5,57.24,Shopee
2026-06-28,Baju Melayu Set,Apparel,5,94.68,TikTok Shop
2026-06-28,Printed Blouse,Apparel,3,38.76,TikTok Shop
2026-06-28,Heeled Wedges,Footwear,3,67.2,TikTok Shop
2026-06-28,Heeled Wedges,Footwear,3,69.97,Shopee
2026-06-29,Baju Melayu Set,Apparel,3,95.08,Shopee
2026-06-29,Tote Bag,Accessories,6,25.55,TikTok Shop
2026-06-29,Canvas Sneakers,Footwear,2,55.67,Instagram
2026-06-29,Casual Kurung,Apparel,5,75.17,Shopee
2026-06-29,Baju Melayu Set,Apparel,4,92.22,TikTok Shop
2026-06-29,Baju Melayu Set,Apparel,6,94.95,Instagram
2026-06-30,Wireless Earbuds Pro,Electronics,3,88.89,Instagram
2026-06-30,Wireless Earbuds Pro,Electronics,4,82.21,Shopee
2026-06-30,Slip-on Sandals,Footwear,4,33.05,TikTok Shop
2026-06-30,Crossbody Bag,Accessories,4,60.82,Shopee
2026-06-30,Batik Shirt,Apparel,3,57.62,TikTok Shop
2026-06-30,Canvas Sneakers,Footwear,5,48.61,Shopee
2026-06-30,Crossbody Bag,Accessories,6,62.06,TikTok Shop
2026-06-30,Crossbody Bag,Accessories,1,65.63,TikTok Shop
2026-07-01,Crossbody Bag,Accessories,7,59.51,Instagram
2026-07-01,Tote Bag,Accessories,4,31.66,Shopee
2026-07-01,Printed Blouse,Apparel,1,39.86,Shopee
2026-07-01,Tote Bag,Accessories,5,25.38,Instagram
2026-07-01,Slip-on Sandals,Footwear,4,32.19,TikTok Shop
2026-07-01,Canvas Sneakers,Footwear,4,55.34,Shopee
2026-07-01,Heeled Wedges,Footwear,2,69.43,Shopee
2026-07-02,Printed Blouse,Apparel,8,32.76,Shopee
2026-07-02,Batik Shirt,Apparel,3,59.79,Shopee
2026-07-02,Canvas Sneakers,Footwear,4,52.66,Shopee
2026-07-02,Canvas Sneakers,Footwear,4,55.74,Shopee
2026-07-02,Baju Melayu Set,Apparel,2,96.67,TikTok Shop
2026-07-02,Batik Shirt,Apparel,5,57.01,TikTok Shop
2026-07-03,Wireless Earbuds Pro,Electronics,2,87.63,Instagram
2026-07-03,Wireless Earbuds Pro,Electronics,5,84.39,Instagram
2026-07-03,Silk Hijab,Apparel,5,26.47,Shopee
2026-07-03,Canvas Sneakers,Footwear,5,49.54,TikTok Shop
2026-07-03,Baju Melayu Set,Apparel,4,93.37,Shopee
2026-07-04,Tote Bag,Accessories,1,31.07,Instagram
2026-07-04,Wireless Earbuds Pro,Electronics,2,88.01,Shopee
2026-07-04,Crossbody Bag,Accessories,5,59.23,TikTok Shop
2026-07-04,Crossbody Bag,Accessories,2,63.77,Shopee
2026-07-04,Heeled Wedges,Footwear,3,69.41,Shopee
2026-07-04,Slip-on Sandals,Footwear,7,30.28,TikTok Shop
2026-07-04,Casual Kurung,Apparel,7,75.91,TikTok Shop
2026-07-04,Casual Kurung,Apparel,5,79.43,Shopee
2026-07-05,Batik Shirt,Apparel,6,58.02,TikTok Shop
2026-07-05,Baju Melayu Set,Apparel,3,97.41,Shopee
2026-07-05,Batik Shirt,Apparel,4,59.13,Shopee
2026-07-05,Tote Bag,Accessories,2,29.69,Shopee
2026-07-05,Batik Shirt,Apparel,4,60.1,Shopee
2026-07-05,Slip-on Sandals,Footwear,7,29.18,TikTok Shop
2026-07-05,Printed Blouse,Apparel,4,38.53,Shopee
2026-07-06,Heeled Wedges,Footwear,5,67.17,Shopee
2026-07-06,Casual Kurung,Apparel,3,81.96,TikTok Shop
2026-07-06,Casual Kurung,Apparel,4,76.55,Shopee
2026-07-06,Wireless Earbuds Pro,Electronics,3,87.33,Shopee
2026-07-07,Batik Shirt,Apparel,3,59.57,TikTok Shop
2026-07-07,Slip-on Sandals,Footwear,3,32.92,TikTok Shop
2026-07-07,Silk Hijab,Apparel,5,25.73,Shopee
2026-07-07,Tote Bag,Accessories,6,28.87,Instagram
2026-07-08,Batik Shirt,Apparel,4,56.41,Shopee
2026-07-08,Casual Kurung,Apparel,5,79.11,TikTok Shop
2026-07-08,Printed Blouse,Apparel,5,38.69,Shopee
2026-07-08,Crossbody Bag,Accessories,6,58.13,TikTok Shop
2026-07-09,Batik Shirt,Apparel,7,54.01,TikTok Shop
2026-07-09,Casual Kurung,Apparel,3,77.33,TikTok Shop
2026-07-09,Tote Bag,Accessories,5,24.54,Shopee
2026-07-09,Heeled Wedges,Footwear,8,64.35,TikTok Shop
2026-07-09,Canvas Sneakers,Footwear,4,53.98,Shopee
2026-07-10,Canvas Sneakers,Footwear,2,53.86,Shopee
2026-07-10,Crossbody Bag,Accessories,3,64.05,Instagram
2026-07-10,Silk Hijab,Apparel,4,28.37,Shopee
2026-07-10,Wireless Earbuds Pro,Electronics,4,88.85,TikTok Shop
2026-07-11,Baju Melayu Set,Apparel,5,96.73,Shopee
2026-07-11,Silk Hijab,Apparel,5,25.61,Shopee
2026-07-11,Silk Hijab,Apparel,4,31.47,Shopee
2026-07-11,Tote Bag,Accessories,5,26.03,TikTok Shop
2026-07-11,Batik Shirt,Apparel,2,60.9,Shopee
2026-07-12,Batik Shirt,Apparel,5,60.39,Shopee
2026-07-12,Heeled Wedges,Footwear,6,67.52,Instagram
2026-07-12,Canvas Sneakers,Footwear,6,51.97,Shopee
2026-07-12,Canvas Sneakers,Footwear,4,50.13,TikTok Shop
2026-07-12,Heeled Wedges,Footwear,4,67.44,Shopee
