Date,Product Name,Category,Quantity,Price,Platform
2026-05-09,Batik Shirt,Apparel,8,56.61,TikTok Shop
2026-05-09,Heeled Wedges,Footwear,5,68.39,TikTok Shop
2026-05-09,Wireless Earbuds Pro,Electronics,10,87.25,Shopee
2026-05-09,Crossbody Bag,Accessories,6,72.47,Shopee
2026-05-09,Printed Blouse,Apparel,27,32.53,TikTok Shop
2026-05-09,Crossbody Bag,Accessories,34,69.4,Shopee
2026-05-09,Slip-on Sandals,Footwear,38,37.45,Shopee
2026-05-09,Batik Shirt,Apparel,40,52.8,TikTok Shop
2026-05-09,Printed Blouse,Apparel,41,30.56,Shopee
2026-05-09,Wireless Earbuds Pro,Electronics,11,87.7,Shopee
2026-05-09,Tote Bag,Accessories,11,27.51,Shopee
2026-05-09,Slip-on Sandals,Footwear,39,34.85,Instagram
2026-05-09,Silk Hijab,Apparel,19,36.03,Shopee
2026-05-09,Slip-on Sandals,Footwear,44,33.67,Shopee
2026-05-09,Batik Shirt,Apparel,38,55.81,Instagram
2026-05-09,Casual Kurung,Apparel,8,75.22,TikTok Shop
2026-05-09,Wireless Earbuds Pro,Electronics,18,90.63,Shopee
2026-05-09,Printed Blouse,Apparel,11,33.46,Shopee
2026-05-09,Crossbody Bag,Accessories,37,72.11,Instagram
2026-05-09,Slip-on Sandals,Footwear,30,35.94,Shopee
2026-05-10,Batik Shirt,Apparel,35,54.97,TikTok Shop
2026-05-10,Printed Blouse,Apparel,3,33.95,TikTok Shop
2026-05-10,Canvas Sneakers,Footwear,17,46.63,TikTok Shop
2026-05-10,Casual Kurung,Apparel,37,75.44,Instagram
2026-05-10,Silk Hijab,Apparel,18,35.38,Instagram
2026-05-10,Baju Melayu Set,Apparel,34,89.76,TikTok Shop
2026-05-10,Batik Shirt,Apparel,38,54.68,Shopee
2026-05-10,Slip-on Sandals,Footwear,31,34.24,Shopee
2026-05-10,Canvas Sneakers,Footwear,43,47.02,Shopee
2026-05-10,Baju Melayu Set,Apparel,27,89.97,Shopee
2026-05-10,Batik Shirt,Apparel,26,56.57,Instagram
2026-05-10,Tote Bag,Accessories,30,27.94,Shopee
2026-05-10,Batik Shirt,Apparel,8,57.35,Shopee
2026-05-10,Heeled Wedges,Footwear,1,68.79,TikTok Shop
2026-05-10,Tote Bag,Accessories,27,27.77,TikTok Shop
2026-05-10,Tote Bag,Accessories,40,31.28,Shopee
2026-05-10,Wireless Earbuds Pro,Electronics,4,87.52,TikTok Shop
2026-05-10,Tote Bag,Accessories,19,29.69,Shopee
2026-05-10,Slip-on Sandals,Footwear,2,37.37,Shopee
2026-05-10,Crossbody Bag,Accessories,11,69.05,Shopee
2026-05-10,Silk Hijab,Apparel,27,32.97,TikTok Shop
2026-05-10,Printed Blouse,Apparel,8,32.74,TikTok Shop
2026-05-10,Baju Melayu Set,Apparel,19,89.04,TikTok Shop
2026-05-10,Batik Shirt,Apparel,31,57.4,TikTok Shop
2026-05-10,Casual Kurung,Apparel,36,73.22,TikTok Shop
2026-05-10,Casual Kurung,Apparel,33,76.23,TikTok Shop
2026-05-10,Baju Melayu Set,Apparel,18,90.36,Shopee
2026-05-10,Heeled Wedges,Footwear,33,66.84,Shopee
2026-05-10,Silk Hijab,Apparel,20,36.69,Shopee
2026-05-10,Crossbody Bag,Accessories,32,71.83,Instagram
2026-05-10,Slip-on Sandals,Footwear,31,34.23,TikTok Shop
2026-05-10,Tote Bag,Accessories,25,29.78,TikTok Shop
2026-05-11,Casual Kurung,Apparel,16,75.36,Instagram
2026-05-11,Casual Kurung,Apparel,3,74.09,TikTok Shop
2026-05-11,Slip-on Sandals,Footwear,25,34.43,Instagram
2026-05-11,Wireless Earbuds Pro,Electronics,10,88.98,Instagram
2026-05-11,Silk Hijab,Apparel,33,37.33,Shopee
2026-05-11,Canvas Sneakers,Footwear,29,47.0,Shopee
2026-05-11,Slip-on Sandals,Footwear,10,34.55,Shopee
2026-05-11,Wireless Earbuds Pro,Electronics,5,88.85,Shopee
2026-05-11,Batik Shirt,Apparel,40,55.96,Shopee
2026-05-11,Wireless Earbuds Pro,Electronics,22,90.76,Shopee
2026-05-11,Tote Bag,Accessories,21,30.63,TikTok Shop
2026-05-11,Slip-on Sandals,Footwear,3,35.59,TikTok Shop
2026-05-11,Casual Kurung,Apparel,44,77.1,Instagram
2026-05-11,Casual Kurung,Apparel,6,74.67,Instagram
2026-05-11,Printed Blouse,Apparel,7,31.72,Instagram
2026-05-11,Batik Shirt,Apparel,3,54.12,Shopee
2026-05-11,Silk Hijab,Apparel,23,34.37,Shopee
2026-05-11,Baju Melayu Set,Apparel,34,88.56,Shopee
2026-05-11,Wireless Earbuds Pro,Electronics,11,87.38,Shopee
2026-05-11,Crossbody Bag,Accessories,40,70.92,TikTok Shop
2026-05-11,Slip-on Sandals,Footwear,10,33.66,TikTok Shop
2026-05-11,Wireless Earbuds Pro,Electronics,30,87.78,Shopee
2026-05-11,Silk Hijab,Apparel,19,35.89,TikTok Shop
2026-05-11,Baju Melayu Set,Apparel,29,91.23,Shopee
2026-05-11,Crossbody Bag,Accessories,41,72.31,Shopee
2026-05-11,Batik Shirt,Apparel,20,53.5,TikTok Shop
2026-05-11,Heeled Wedges,Footwear,7,66.69,TikTok Shop
2026-05-11,Crossbody Bag,Accessories,37,68.98,Shopee
2026-05-11,Batik Shirt,Apparel,43,54.48,Shopee
2026-05-11,Silk Hijab,Apparel,44,36.39,TikTok Shop
2026-05-12,Crossbody Bag,Accessories,32,71.66,Instagram
2026-05-12,Batik Shirt,Apparel,39,56.51,Shopee
2026-05-12,Casual Kurung,Apparel,13,75.6,Instagram
2026-05-12,Wireless Earbuds Pro,Electronics,43,89.9,Instagram
2026-05-12,Baju Melayu Set,Apparel,7,91.02,Instagram
2026-05-12,Wireless Earbuds Pro,Electronics,20,90.44,Shopee
2026-05-12,Silk Hijab,Apparel,24,36.16,TikTok Shop
2026-05-12,Printed Blouse,Apparel,21,33.24,Shopee
2026-05-12,Baju Melayu Set,Apparel,9,90.43,Shopee
2026-05-12,Canvas Sneakers,Footwear,33,51.07,TikTok Shop
2026-05-12,Baju Melayu Set,Apparel,31,91.34,Shopee
2026-05-12,Batik Shirt,Apparel,22,56.52,Instagram
2026-05-12,Slip-on Sandals,Footwear,10,36.27,Shopee
2026-05-12,Casual Kurung,Apparel,44,77.4,Instagram
2026-05-12,Tote Bag,Accessories,6,31.45,Shopee
2026-05-12,Silk Hijab,Apparel,35,33.12,Shopee
2026-05-12,Canvas Sneakers,Footwear,44,47.81,Instagram
2026-05-12,Heeled Wedges,Footwear,24,66.04,Instagram
2026-05-12,Casual Kurung,Apparel,2,75.6,TikTok Shop
2026-05-12,Tote Bag,Accessories,40,28.61,Shopee
2026-05-12,Printed Blouse,Apparel,30,34.05,Instagram
2026-05-13,Wireless Earbuds Pro,Electronics,8,87.2,TikTok Shop
2026-05-13,Silk Hijab,Apparel,32,33.08,Shopee
2026-05-13,Casual Kurung,Apparel,9,74.44,TikTok Shop
2026-05-13,Canvas Sneakers,Footwear,45,51.23,Instagram
2026-05-13,Heeled Wedges,Footwear,10,69.93,TikTok Shop
2026-05-13,Wireless Earbuds Pro,Electronics,32,89.58,Shopee
2026-05-13,Batik Shirt,Apparel,45,54.35,Shopee
2026-05-13,Slip-on Sandals,Footwear,16,36.78,TikTok Shop
2026-05-13,Printed Blouse,Apparel,24,32.22,Instagram
2026-05-13,Wireless Earbuds Pro,Electronics,4,88.49,Shopee
2026-05-13,Casual Kurung,Apparel,30,72.96,Shopee
2026-05-13,Casual Kurung,Apparel,41,75.49,Instagram
2026-05-13,Silk Hijab,Apparel,22,33.72,Shopee
2026-05-13,Baju Melayu Set,Apparel,14,86.84,TikTok Shop
2026-05-13,Tote Bag,Accessories,38,28.58,Shopee
2026-05-13,Casual Kurung,Apparel,10,76.44,Shopee
2026-05-13,Crossbody Bag,Accessories,18,71.79,Shopee
2026-05-13,Baju Melayu Set,Apparel,35,87.75,Shopee
2026-05-13,Baju Melayu Set,Apparel,43,90.83,Shopee
2026-05-13,Baju Melayu Set,Apparel,23,90.45,Shopee
2026-05-13,Casual Kurung,Apparel,21,72.58,TikTok Shop
2026-05-13,Batik Shirt,Apparel,9,56.21,Shopee
2026-05-13,Tote Bag,Accessories,5,29.88,Shopee
2026-05-13,Canvas Sneakers,Footwear,38,47.05,TikTok Shop
2026-05-13,Tote Bag,Accessories,40,27.72,Shopee
2026-05-13,Wireless Earbuds Pro,Electronics,20,88.79,TikTok Shop
2026-05-13,Silk Hijab,Apparel,31,36.74,Shopee
2026-05-13,Heeled Wedges,Footwear,7,67.95,Instagram
2026-05-13,Slip-on Sandals,Footwear,6,34.11,Shopee
2026-05-14,Printed Blouse,Apparel,18,32.62,Shopee
2026-05-14,Crossbody Bag,Accessories,21,69.4,TikTok Shop
2026-05-14,Crossbody Bag,Accessories,19,69.77,TikTok Shop
2026-05-14,Crossbody Bag,Accessories,7,71.47,TikTok Shop
2026-05-14,Printed Blouse,Apparel,42,33.89,Instagram
2026-05-14,Tote Bag,Accessories,14,29.65,Instagram
2026-05-14,Casual Kurung,Apparel,22,76.64,TikTok Shop
2026-05-14,Heeled Wedges,Footwear,7,67.06,TikTok Shop
2026-05-14,Canvas Sneakers,Footwear,17,48.37,Instagram
2026-05-14,Baju Melayu Set,Apparel,31,86.84,Instagram
2026-05-14,Printed Blouse,Apparel,28,29.98,Shopee
2026-05-14,Canvas Sneakers,Footwear,36,46.8,Shopee
2026-05-14,Tote Bag,Accessories,22,30.85,TikTok Shop
2026-05-14,Heeled Wedges,Footwear,43,70.21,Shopee
2026-05-14,Heeled Wedges,Footwear,4,70.34,Instagram
2026-05-14,Crossbody Bag,Accessories,23,68.02,Shopee
2026-05-14,Tote Bag,Accessories,10,30.78,Shopee
2026-05-14,Casual Kurung,Apparel,23,76.73,Shopee
2026-05-14,Canvas Sneakers,Footwear,18,49.37,Shopee
2026-05-14,Heeled Wedges,Footwear,40,68.57,TikTok Shop
2026-05-14,Wireless Earbuds Pro,Electronics,2,89.54,TikTok Shop
2026-05-14,Wireless Earbuds Pro,Electronics,18,86.64,Instagram
2026-05-14,Batik Shirt,Apparel,20,57.11,Instagram
2026-05-14,Canvas Sneakers,Footwear,12,50.85,Shopee
2026-05-15,Printed Blouse,Apparel,41,34.36,Shopee
2026-05-15,Printed Blouse,Apparel,34,30.58,Instagram
2026-05-15,Heeled Wedges,Footwear,22,66.29,TikTok Shop
2026-05-15,Batik Shirt,Apparel,21,56.38,Instagram
2026-05-15,Crossbody Bag,Accessories,6,71.92,TikTok Shop
2026-05-15,Baju Melayu Set,Apparel,40,86.75,Shopee
2026-05-15,Printed Blouse,Apparel,29,32.81,Shopee
2026-05-15,Slip-on Sandals,Footwear,29,34.57,TikTok Shop
2026-05-15,Casual Kurung,Apparel,8,74.23,TikTok Shop
2026-05-15,Printed Blouse,Apparel,44,32.89,Shopee
2026-05-15,Slip-on Sandals,Footwear,43,34.04,TikTok Shop
2026-05-15,Casual Kurung,Apparel,39,72.77,TikTok Shop
2026-05-15,Casual Kurung,Apparel,14,76.34,Shopee
2026-05-15,Batik Shirt,Apparel,21,53.1,Shopee
2026-05-15,Slip-on Sandals,Footwear,28,33.38,Instagram
2026-05-15,Heeled Wedges,Footwear,15,68.0,TikTok Shop
2026-05-15,Wireless Earbuds Pro,Electronics,5,88.49,Shopee
2026-05-15,Silk Hijab,Apparel,2,34.8,TikTok Shop
2026-05-15,Printed Blouse,Apparel,37,31.65,Shopee
2026-05-15,Heeled Wedges,Footwear,41,67.59,Instagram
2026-05-15,Printed Blouse,Apparel,2,34.33,TikTok Shop
2026-05-15,Baju Melayu Set,Apparel,30,90.66,TikTok Shop
2026-05-15,Canvas Sneakers,Footwear,28,50.72,Shopee
2026-05-15,Casual Kurung,Apparel,38,74.5,TikTok Shop
2026-05-15,Printed Blouse,Apparel,20,33.23,TikTok Shop
2026-05-15,Casual Kurung,Apparel,11,72.88,Shopee
2026-05-15,Wireless Earbuds Pro,Electronics,34,89.05,Shopee
2026-05-15,Canvas Sneakers,Footwear,42,50.58,Shopee
2026-05-15,Casual Kurung,Apparel,10,73.78,Shopee
2026-05-15,Baju Melayu Set,Apparel,10,90.3,TikTok Shop
2026-05-15,Wireless Earbuds Pro,Electronics,12,91.26,Shopee
2026-05-15,Wireless Earbuds Pro,Electronics,30,90.27,TikTok Shop
2026-05-16,Wireless Earbuds Pro,Electronics,42,89.68,TikTok Shop
2026-05-16,Crossbody Bag,Accessories,41,69.08,Shopee
2026-05-16,Slip-on Sandals,Footwear,31,34.71,Shopee
2026-05-16,Batik Shirt,Apparel,38,52.78,Shopee
2026-05-16,Tote Bag,Accessories,20,29.81,Shopee
2026-05-16,Silk Hijab,Apparel,24,36.66,Shopee
2026-05-16,Printed Blouse,Apparel,6,32.58,Instagram
2026-05-16,Tote Bag,Accessories,30,30.4,TikTok Shop
2026-05-16,Silk Hijab,Apparel,37,35.76,TikTok Shop
2026-05-16,Canvas Sneakers,Footwear,31,49.01,TikTok Shop
2026-05-16,Silk Hijab,Apparel,7,36.55,TikTok Shop
2026-05-16,Canvas Sneakers,Footwear,6,49.02,Instagram
2026-05-16,Baju Melayu Set,Apparel,16,90.04,Shopee
2026-05-16,Slip-on Sandals,Footwear,34,35.55,TikTok Shop
2026-05-16,Canvas Sneakers,Footwear,19,48.44,Shopee
2026-05-16,Canvas Sneakers,Footwear,39,46.76,Instagram
2026-05-16,Wireless Earbuds Pro,Electronics,22,86.83,Instagram
2026-05-16,Printed Blouse,Apparel,44,31.43,TikTok Shop
2026-05-16,Batik Shirt,Apparel,43,57.32,Instagram
2026-05-16,Crossbody Bag,Accessories,22,67.91,Shopee
2026-05-16,Wireless Earbuds Pro,Electronics,23,88.05,Shopee
2026-05-16,Wireless Earbuds Pro,Electronics,43,88.46,Instagram
2026-05-16,Crossbody Bag,Accessories,6,69.05,Instagram
2026-05-16,Heeled Wedges,Footwear,22,69.57,Instagram
2026-05-16,Wireless Earbuds Pro,Electronics,44,91.06,Instagram
2026-05-16,Printed Blouse,Apparel,43,31.62,Instagram
2026-05-16,Canvas Sneakers,Footwear,24,48.04,Shopee
2026-05-16,Casual Kurung,Apparel,32,73.46,Shopee
2026-05-16,Baju Melayu Set,Apparel,5,87.98,Shopee
