Date,Product Name,Category,Quantity,Price,Platform
2025-05-14,Slip-on Sandals,Footwear,16,35.0,Shopee
2025-05-14,Silk Hijab,Apparel,3,32.37,Shopee
2025-05-14,Crossbody Bag,Accessories,45,61.65,TikTok Shop
2025-05-14,Silk Hijab,Apparel,6,34.34,Instagram
2025-05-14,Printed Blouse,Apparel,41,31.26,Shopee
2025-05-14,Printed Blouse,Apparel,47,35.9,TikTok Shop
2025-05-14,Canvas Sneakers,Footwear,7,56.92,TikTok Shop
2025-05-14,Baju Melayu Set,Apparel,30,86.31,Shopee
2025-05-14,Printed Blouse,Apparel,20,34.77,Shopee
2025-05-15,Heeled Wedges,Footwear,17,65.11,Shopee
2025-05-15,Casual Kurung,Apparel,16,70.1,Shopee
2025-05-15,Printed Blouse,Apparel,10,37.07,Shopee
2025-05-15,Tote Bag,Accessories,10,35.52,TikTok Shop
2025-05-15,Baju Melayu Set,Apparel,42,81.11,Shopee
2025-05-15,Canvas Sneakers,Footwear,42,48.16,TikTok Shop
2025-05-15,Casual Kurung,Apparel,52,72.04,TikTok Shop
2025-05-15,Crossbody Bag,Accessories,29,70.08,TikTok Shop
2025-05-15,Batik Shirt,Apparel,25,53.87,Instagram
2025-05-15,Printed Blouse,Apparel,31,34.04,Shopee
2025-05-15,Crossbody Bag,Accessories,14,59.71,Shopee
2025-05-15,Batik Shirt,Apparel,36,50.64,Instagram
2025-05-15,Silk Hijab,Apparel,20,31.67,Instagram
2025-05-15,Baju Melayu Set,Apparel,20,101.82,Shopee
2025-05-16,Heeled Wedges,Footwear,14,61.65,TikTok Shop
2025-05-16,Printed Blouse,Apparel,7,34.12,Shopee
2025-05-16,Silk Hijab,Apparel,13,31.53,Shopee
2025-05-16,Baju Melayu Set,Apparel,9,88.54,Shopee
2025-05-16,Baju Melayu Set,Apparel,20,102.91,Instagram
2025-05-16,Canvas Sneakers,Footwear,22,54.06,Instagram
2025-05-16,Batik Shirt,Apparel,38,51.59,TikTok Shop
2025-05-16,Silk Hijab,Apparel,37,28.14,Shopee
2025-05-16,Heeled Wedges,Footwear,6,65.98,TikTok Shop
2025-05-16,Baju Melayu Set,Apparel,35,89.41,Shopee
2025-05-16,Canvas Sneakers,Footwear,20,54.61,TikTok Shop
2025-05-16,Batik Shirt,Apparel,34,56.02,Shopee
2025-05-16,Printed Blouse,Apparel,10,36.64,Shopee
2025-05-17,Batik Shirt,Apparel,37,57.47,Shopee
2025-05-17,Slip-on Sandals,Footwear,39,33.9,TikTok Shop
2025-05-17,Casual Kurung,Apparel,10,72.19,Shopee
2025-05-17,Silk Hijab,Apparel,2,33.44,Shopee
2025-05-17,Casual Kurung,Apparel,10,83.73,Shopee
2025-05-17,Silk Hijab,Apparel,31,29.27,Shopee
2025-05-17,Batik Shirt,Apparel,52,56.25,TikTok Shop
2025-05-17,Batik Shirt,Apparel,6,50.51,Instagram
2025-05-17,Canvas Sneakers,Footwear,55,42.61,TikTok Shop
2025-05-17,Crossbody Bag,Accessories,32,64.21,Shopee
2025-05-17,Tote Bag,Accessories,38,32.13,Shopee
2025-05-18,Printed Blouse,Apparel,27,31.62,Shopee
2025-05-18,Heeled Wedges,Footwear,34,69.37,Shopee
2025-05-18,Slip-on Sandals,Footwear,25,31.66,Shopee
2025-05-18,Tote Bag,Accessories,27,29.74,Shopee
2025-05-18,Baju Melayu Set,Apparel,46,88.64,TikTok Shop
2025-05-18,Baju Melayu Set,Apparel,17,99.1,Shopee
2025-05-18,Batik Shirt,Apparel,23,58.39,TikTok Shop
2025-05-18,Batik Shirt,Apparel,32,61.97,Shopee
2025-05-18,Printed Blouse,Apparel,41,33.52,TikTok Shop
2025-05-18,Batik Shirt,Apparel,27,49.31,Shopee
2025-05-18,Tote Bag,Accessories,30,28.18,TikTok Shop
2025-05-18,Slip-on Sandals,Footwear,14,37.21,Shopee
2025-05-18,Batik Shirt,Apparel,56,47.52,Shopee
2025-05-18,Crossbody Bag,Accessories,30,71.98,Instagram
2025-05-18,Heeled Wedges,Footwear,32,74.0,TikTok Shop
2025-05-18,Canvas Sneakers,Footwear,31,54.6,Shopee
2025-05-18,Casual Kurung,Apparel,54,72.87,TikTok Shop
2025-05-18,Crossbody Bag,Accessories,27,77.1,TikTok Shop
2025-05-19,Baju Melayu Set,Apparel,6,90.14,Shopee
2025-05-19,Baju Melayu Set,Apparel,8,99.16,Instagram
2025-05-19,Baju Melayu Set,Apparel,26,84.39,TikTok Shop
2025-05-19,Batik Shirt,Apparel,28,56.77,Shopee
2025-05-19,Heeled Wedges,Footwear,22,73.99,TikTok Shop
2025-05-19,Tote Bag,Accessories,28,30.98,Shopee
2025-05-19,Batik Shirt,Apparel,24,51.54,TikTok Shop
2025-05-19,Canvas Sneakers,Footwear,21,57.46,Instagram
2025-05-19,Silk Hijab,Apparel,2,34.02,TikTok Shop
2025-05-19,Crossbody Bag,Accessories,19,61.28,Shopee
2025-05-19,Batik Shirt,Apparel,5,59.25,Shopee
2025-05-19,Batik Shirt,Apparel,11,62.32,Shopee
2025-05-19,Printed Blouse,Apparel,28,34.79,Shopee
2025-05-19,Canvas Sneakers,Footwear,22,49.64,Shopee
2025-05-19,Printed Blouse,Apparel,20,39.69,TikTok Shop
2025-05-19,Heeled Wedges,Footwear,46,56.24,Shopee
2025-05-19,Heeled Wedges,Footwear,24,74.65,Instagram
2025-05-19,Printed Blouse,Apparel,12,37.59,Instagram
2025-05-19,Tote Bag,Accessories,17,30.89,TikTok Shop
2025-05-19,Tote Bag,Accessories,17,36.71,Shopee
2025-05-19,Slip-on Sandals,Footwear,48,31.47,TikTok Shop
2025-05-20,Heeled Wedges,Footwear,25,60.47,TikTok Shop
2025-05-20,Slip-on Sandals,Footwear,7,38.8,Shopee
2025-05-20,Heeled Wedges,Footwear,15,72.03,TikTok Shop
2025-05-20,Casual Kurung,Apparel,19,74.93,Shopee
2025-05-20,Casual Kurung,Apparel,14,85.52,Shopee
2025-05-20,Batik Shirt,Apparel,18,62.87,Instagram
2025-05-20,Heeled Wedges,Footwear,33,56.47,Instagram
2025-05-20,Crossbody Bag,Accessories,13,73.32,Instagram
2025-05-20,Tote Bag,Accessories,30,36.49,TikTok Shop
2025-05-20,Silk Hijab,Apparel,8,32.48,TikTok Shop
2025-05-20,Heeled Wedges,Footwear,36,60.21,TikTok Shop
2025-05-20,Batik Shirt,Apparel,5,62.61,Shopee
2025-05-20,Tote Bag,Accessories,7,35.33,Shopee
2025-05-20,Baju Melayu Set,Apparel,18,97.83,Shopee
2025-05-20,Baju Melayu Set,Apparel,9,89.38,TikTok Shop
2025-05-20,Batik Shirt,Apparel,21,48.96,Shopee
2025-05-20,Baju Melayu Set,Apparel,8,99.96,Instagram
2025-05-21,Slip-on Sandals,Footwear,32,38.82,TikTok Shop
2025-05-21,Tote Bag,Accessories,14,27.36,Instagram
2025-05-21,Casual Kurung,Apparel,22,65.03,Shopee
2025-05-21,Slip-on Sandals,Footwear,6,36.38,Instagram
2025-05-21,Tote Bag,Accessories,7,30.89,Shopee
2025-05-21,Slip-on Sandals,Footwear,8,35.69,TikTok Shop
2025-05-21,Casual Kurung,Apparel,36,84.41,TikTok Shop
2025-05-21,Canvas Sneakers,Footwear,6,51.04,Shopee
2025-05-21,Baju Melayu Set,Apparel,42,78.59,TikTok Shop
2025-05-21,Tote Bag,Accessories,19,36.79,Instagram
2025-05-21,Slip-on Sandals,Footwear,13,33.97,TikTok Shop
2025-05-22,Slip-on Sandals,Footwear,40,37.12,TikTok Shop
2025-05-22,Canvas Sneakers,Footwear,51,44.83,TikTok Shop
2025-05-22,Crossbody Bag,Accessories,24,61.93,Shopee
2025-05-22,Slip-on Sandals,Footwear,5,38.02,Shopee
2025-05-22,Heeled Wedges,Footwear,14,69.39,TikTok Shop
2025-05-22,Heeled Wedges,Footwear,14,60.1,TikTok Shop
2025-05-22,Batik Shirt,Apparel,5,55.36,TikTok Shop
2025-05-23,Slip-on Sandals,Footwear,29,38.19,Shopee
2025-05-23,Batik Shirt,Apparel,34,49.03,Shopee
2025-05-23,Tote Bag,Accessories,24,36.69,Shopee
2025-05-23,Baju Melayu Set,Apparel,18,99.89,Shopee
2025-05-23,Canvas Sneakers,Footwear,15,54.31,Shopee
2025-05-23,Slip-on Sandals,Footwear,26,31.96,Shopee
2025-05-23,Heeled Wedges,Footwear,10,66.05,Shopee
2025-05-23,Printed Blouse,Apparel,13,37.39,TikTok Shop
2025-05-23,Batik Shirt,Apparel,24,51.7,Shopee
2025-05-24,Baju Melayu Set,Apparel,9,94.92,Instagram
2025-05-24,Baju Melayu Set,Apparel,44,95.08,TikTok Shop
2025-05-24,Crossbody Bag,Accessories,7,75.57,TikTok Shop
2025-05-24,Canvas Sneakers,Footwear,18,52.65,TikTok Shop
2025-05-24,Slip-on Sandals,Footwear,49,31.98,Shopee
2025-05-24,Silk Hijab,Apparel,19,26.13,Shopee
2025-05-24,Canvas Sneakers,Footwear,10,49.4,Shopee
2025-05-24,Crossbody Bag,Accessories,37,72.71,Shopee
2025-05-24,Canvas Sneakers,Footwear,33,55.28,Shopee
2025-05-24,Batik Shirt,Apparel,21,57.76,Shopee
2025-05-24,Batik Shirt,Apparel,36,51.71,Shopee
2025-05-24,Tote Bag,Accessories,14,27.77,Instagram
2025-05-24,Silk Hijab,Apparel,30,29.16,TikTok Shop
2025-05-24,Heeled Wedges,Footwear,7,71.61,TikTok Shop
2025-05-24,Tote Bag,Accessories,23,32.33,Shopee
2025-05-24,Tote Bag,Accessories,33,34.34,Shopee
2025-05-24,Batik Shirt,Apparel,56,47.09,TikTok Shop
2025-05-25,Silk Hijab,Apparel,55,27.01,Instagram
2025-05-25,Heeled Wedges,Footwear,27,59.19,Shopee
2025-05-25,Baju Melayu Set,Apparel,41,90.5,Instagram
2025-05-25,Casual Kurung,Apparel,61,70.66,Shopee
2025-05-25,Baju Melayu Set,Apparel,16,102.15,Shopee
2025-05-25,Tote Bag,Accessories,96,27.24,TikTok Shop
2025-05-25,Baju Melayu Set,Apparel,47,90.35,Instagram
2025-05-25,Crossbody Bag,Accessories,58,61.55,TikTok Shop
2025-05-25,Slip-on Sandals,Footwear,37,40.07,Shopee
2025-05-25,Slip-on Sandals,Footwear,49,33.07,Shopee
2025-05-25,Canvas Sneakers,Footwear,45,42.8,TikTok Shop
2025-05-25,Slip-on Sandals,Footwear,37,37.66,Shopee
2025-05-26,Crossbody Bag,Accessories,47,62.12,TikTok Shop
2025-05-26,Silk Hijab,Apparel,59,30.18,TikTok Shop
2025-05-26,Baju Melayu Set,Apparel,6,91.07,Shopee
2025-05-26,Heeled Wedges,Footwear,61,59.72,TikTok Shop
2025-05-26,Canvas Sneakers,Footwear,20,55.58,Instagram
2025-05-26,Baju Melayu Set,Apparel,41,77.77,Instagram
2025-05-26,Printed Blouse,Apparel,44,35.89,Shopee
2025-05-26,Batik Shirt,Apparel,2,61.8,Shopee
2025-05-26,Crossbody Bag,Accessories,43,69.77,Shopee
2025-05-26,Casual Kurung,Apparel,44,81.69,TikTok Shop
2025-05-26,Baju Melayu Set,Apparel,31,95.76,TikTok Shop
2025-05-26,Casual Kurung,Apparel,42,74.43,Shopee
2025-05-26,Casual Kurung,Apparel,28,81.97,Shopee
2025-05-26,Canvas Sneakers,Footwear,47,47.73,Shopee
2025-05-26,Crossbody Bag,Accessories,9,70.79,Shopee
2025-05-27,Silk Hijab,Apparel,40,28.14,Shopee
2025-05-27,Printed Blouse,Apparel,3,39.19,Instagram
2025-05-27,Crossbody Bag,Accessories,15,76.43,Shopee
2025-05-27,Silk Hijab,Apparel,15,32.65,Instagram
2025-05-27,Slip-on Sandals,Footwear,27,39.72,Shopee
2025-05-27,Slip-on Sandals,Footwear,28,38.31,Instagram
2025-05-27,Batik Shirt,Apparel,22,54.73,Shopee
2025-05-27,Silk Hijab,Apparel,11,33.89,Shopee
2025-05-27,Crossbody Bag,Accessories,23,66.29,Shopee
2025-05-27,Canvas Sneakers,Footwear,59,45.91,TikTok Shop
2025-05-27,Tote Bag,Accessories,18,35.21,Shopee
2025-05-28,Batik Shirt,Apparel,33,57.1,Instagram
2025-05-28,Casual Kurung,Apparel,7,73.85,TikTok Shop
2025-05-28,Casual Kurung,Apparel,34,69.68,Instagram
2025-05-28,Tote Bag,Accessories,15,32.78,TikTok Shop
2025-05-28,Crossbody Bag,Accessories,31,66.65,TikTok Shop
2025-05-28,Heeled Wedges,Footwear,23,64.21,Shopee
2025-05-29,Casual Kurung,Apparel,53,74.02,TikTok Shop
2025-05-29,Heeled Wedges,Footwear,28,59.03,TikTok Shop
2025-05-29,Heeled Wedges,Footwear,59,61.5,TikTok Shop
2025-05-29,Batik Shirt,Apparel,27,61.02,TikTok Shop
2025-05-29,Tote Bag,Accessories,29,29.76,Shopee
2025-05-29,Heeled Wedges,Footwear,36,59.53,Shopee
2025-05-29,Crossbody Bag,Accessories,43,64.28,Shopee
2025-05-29,Batik Shirt,Apparel,42,55.76,Shopee
2025-05-29,Crossbody Bag,Accessories,24,65.64,Instagram
2025-05-29,Silk Hijab,Apparel,50,26.2,TikTok Shop
2025-05-29,Slip-on Sandals,Footwear,14,34.92,TikTok Shop
2025-05-29,Heeled Wedges,Footwear,23,70.65,Shopee
2025-05-30,Baju Melayu Set,Apparel,34,89.22,Shopee
2025-05-30,Crossbody Bag,Accessories,34,73.15,Shopee
2025-05-30,Baju Melayu Set,Apparel,22,103.22,TikTok Shop
2025-05-30,Tote Bag,Accessories,47,31.32,TikTok Shop
2025-05-30,Silk Hijab,Apparel,35,30.37,TikTok Shop
2025-05-30,Canvas Sneakers,Footwear,36,51.43,Instagram
2025-05-30,Silk Hijab,Apparel,39,29.45,Instagram
2025-05-30,Slip-on Sandals,Footwear,15,34.27,Instagram
2025-05-30,Silk Hijab,Apparel,26,29.07,Shopee
2025-05-30,Silk Hijab,Apparel,33,28.52,Shopee
2025-05-30,Tote Bag,Accessories,13,32.85,TikTok Shop
2025-05-31,Silk Hijab,Apparel,25,29.86,Instagram
2025-05-31,Baju Melayu Set,Apparel,39,102.81,Shopee
2025-05-31,Heeled Wedges,Footwear,59,56.96,Shopee
2025-05-31,Batik Shirt,Apparel,54,55.09,Shopee
2025-05-31,Canvas Sneakers,Footwear,71,47.48,TikTok Shop
2025-05-31,Batik Shirt,Apparel,46,58.06,Shopee
2025-05-31,Slip-on Sandals,Footwear,58,34.5,Shopee
2025-05-31,Crossbody Bag,Accessories,53,63.48,Instagram
2025-05-31,Crossbody Bag,Accessories,16,76.18,TikTok Shop
2025-05-31,Tote Bag,Accessories,14,29.76,Instagram
2025-05-31,Crossbody Bag,Accessories,71,62.53,TikTok Shop
2025-05-31,Printed Blouse,Apparel,23,31.62,Shopee
2025-05-31,Slip-on Sandals,Footwear,16,35.92,TikTok Shop
2025-05-31,Baju Melayu Set,Apparel,34,91.8,TikTok Shop
2025-05-31,Casual Kurung,Apparel,67,69.99,Shopee
2025-05-31,Heeled Wedges,Footwear,24,58.38,Shopee
2025-05-31,Batik Shirt,Apparel,30,53.55,Instagram
2025-05-31,Canvas Sneakers,Footwear,21,44.35,Shopee
2025-05-31,Crossbody Bag,Accessories,4,73.19,Shopee
2025-05-31,Canvas Sneakers,Footwear,26,45.93,TikTok Shop
2025-06-01,Casual Kurung,Apparel,39,70.73,Shopee
2025-06-01,Printed Blouse,Apparel,34,35.68,TikTok Shop
2025-06-01,Baju Melayu Set,Apparel,29,92.25,TikTok Shop
2025-06-01,Crossbody Bag,Accessories,30,79.49,TikTok Shop
2025-06-01,Batik Shirt,Apparel,10,54.95,TikTok Shop
2025-06-01,Baju Melayu Set,Apparel,45,86.26,TikTok Shop
2025-06-01,Heeled Wedges,Footwear,43,59.54,Shopee
2025-06-01,Printed Blouse,Apparel,36,33.07,Instagram
2025-06-02,Printed Blouse,Apparel,13,30.56,Shopee
2025-06-02,Canvas Sneakers,Footwear,9,55.67,Shopee
2025-06-02,Crossbody Bag,Accessories,22,79.93,Instagram
2025-06-02,Heeled Wedges,Footwear,21,69.6,TikTok Shop
2025-06-02,Batik Shirt,Apparel,20,47.55,Shopee
2025-06-02,Tote Bag,Accessories,18,27.88,Shopee
2025-06-02,Baju Melayu Set,Apparel,31,101.11,TikTok Shop
2025-06-02,Tote Bag,Accessories,15,36.73,Shopee
2025-06-02,Heeled Wedges,Footwear,8,63.48,Shopee
2025-06-02,Slip-on Sandals,Footwear,16,37.91,TikTok Shop
2025-06-02,Tote Bag,Accessories,7,29.34,Shopee
2025-06-03,Printed Blouse,Apparel,21,36.0,Shopee
2025-06-03,Casual Kurung,Apparel,21,85.94,Instagram
2025-06-03,Casual Kurung,Apparel,10,85.02,TikTok Shop
2025-06-03,Batik Shirt,Apparel,4,58.49,Instagram
2025-06-03,Printed Blouse,Apparel,26,36.33,TikTok Shop
2025-06-03,Baju Melayu Set,Apparel,27,89.14,Shopee
2025-06-03,Silk Hijab,Apparel,22,33.34,TikTok Shop
2025-06-03,Heeled Wedges,Footwear,4,70.06,Shopee
2025-06-03,Baju Melayu Set,Apparel,2,80.19,Shopee
2025-06-04,Slip-on Sandals,Footwear,7,40.07,Shopee
2025-06-04,Crossbody Bag,Accessories,50,68.29,TikTok Shop
2025-06-04,Silk Hijab,Apparel,34,26.65,Shopee
2025-06-04,Silk Hijab,Apparel,13,31.44,Shopee
2025-06-04,Heeled Wedges,Footwear,11,61.36,Instagram
2025-06-04,Silk Hijab,Apparel,3,31.49,Shopee
2025-06-04,Baju Melayu Set,Apparel,32,99.37,TikTok Shop
2025-06-04,Silk Hijab,Apparel,29,28.24,TikTok Shop
2025-06-04,Slip-on Sandals,Footwear,6,39.23,Shopee
2025-06-04,Baju Melayu Set,Apparel,42,90.63,TikTok Shop
2025-06-04,Baju Melayu Set,Apparel,5,93.2,TikTok Shop
2025-06-04,Tote Bag,Accessories,42,32.36,Shopee
